created_at,label,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
2022-11-22 22:41:52+00:00,-1.0,"['gempa', 'kuat', 'magnitudo', 'guncang', 'kabupaten', 'cianjur', 'november', 'wib', 'bangun', 'rumah', 'sekolah', 'ibadah', 'mengal']",0.0,0.0,0.0,0.0,in,1.18694665059541e+18,1.59518582663541e+18,voidotid,https://twitter.com/voidotid/status/1595185826635415552
2022-11-22 22:42:06+00:00,1.0,"['data', 'baru', 'korban', 'gempa', 'cianjur', 'orang', 'hilang', 'tinggal', 'warga', 'ungsi', 'berita', 'betul']",0.0,0.0,0.0,0.0,in,1324552584.0,1.59518588438278e+18,KapalPerang,https://twitter.com/KapalPerang/status/1595185884382781441
2022-11-22 22:42:06+00:00,1.0,"['mohon', 'bantu', 'donasi', 'manusia', 'bapakibu', 'gempa', 'cianjur']",0.0,0.0,0.0,0.0,in,4801623014.0,1.59518588592208e+18,AAmarakhmar,https://twitter.com/AAmarakhmar/status/1595185885922086912
2022-11-22 22:42:34+00:00,1.0,"['mari', 'luang', 'doa', 'korban', 'gempa', 'bumi', 'cianjur', 'mari', 'bantu', 'gus', 'yusufch']",1.0,2.0,8.0,52.0,in,7.40603423079288e+17,1.5951859994447e+18,gusyusufchannel,https://twitter.com/gusyusufchannel/status/1595185999444705281
2022-11-22 22:42:45+00:00,1.0,"['tetap', 'pemkab', 'cianjur', 'pasca', 'gempa', 'selaam', 'depan']",0.0,0.0,0.0,0.0,in,550952287.0,1.59518604744455e+18,JabarPublisher,https://twitter.com/JabarPublisher/status/1595186047444557825
2022-11-22 22:42:50+00:00,1.0,['gempacianjurpemkotbandungkirimambulansdanbantuanpokoklainnya'],0.0,0.0,0.0,0.0,in,9.77522014192787e+17,1.59518606701496e+18,beritainspirat1,https://twitter.com/beritainspirat1/status/1595186067014963200
2022-11-22 22:43:03+00:00,1.0,"['sahabatdaqu', 'bencana', 'landa', 'wilayah', 'salah', 'gempa', 'cianjur', 'sejati', 'salah', 'ikhtiar', 'laku', 'hindar', 'bencana', 'sedekah', 'klik']",0.0,0.0,2.0,2.0,in,119589899.0,1.5951861232484e+18,Daarul_Quran,https://twitter.com/Daarul_Quran/status/1595186123248406528
2022-11-22 22:43:41+00:00,1.0,"['gak', 'kuat', 'liat', 'video', 'korban', 'gempa', 'cianjur', 'gendong', 'jenazah', 'anak', 'muka', 'linglung', 'ya', 'allah']",0.0,0.0,0.0,0.0,in,1274186624.0,1.59518628157495e+18,Classytrashy_,https://twitter.com/Classytrashy_/status/1595186281574957056
2022-11-22 22:43:42+00:00,1.0,"['lahir', 'pas', 'gempa', 'gempita', 'lahir', 'pas', 'sunam', 'sunamita', 'lahir', 'pas', 'banjir', 'banjirita', 'lahir', 'pas', 'gak', 'duit', 'rungsingta', 'lahir', 'pas', 'nyanyi', 'kamar', 'mandi', 'bunda', 'rita', 'hatur', 'nuhun', 'gubernur', 'ridwankamil', 'perhati', 'warga', 'cianjur']",0.0,0.0,0.0,0.0,in,599220227.0,1.59518628637744e+18,aslamnatsir,https://twitter.com/aslamnatsir/status/1595186286377447424
2022-11-22 22:44:04+00:00,1.0,"['trauma', 'banget', 'ngebekas', 'gempa', 'cianjur', 'kemarin', 'goyang', 'parno', 'banget', 'tambah', 'tetangga', 'samping', 'rumah', 'roboh', 'halaman', 'nyaa']",0.0,1.0,0.0,0.0,in,369384787.0,1.595186378304e+18,Misteriius,https://twitter.com/Misteriius/status/1595186378304008193
2022-11-22 22:44:53+00:00,1.0,"['data', 'kini', 'korban', 'gempa', 'cianjur']",0.0,0.0,0.0,0.0,in,1.33694437302032e+18,1.59518658326254e+18,maciregar,https://twitter.com/maciregar/status/1595186583262547968
2022-11-22 22:46:04+00:00,1.0,"['sekolah', 'rusak', 'akibat', 'gempa', 'cianjur', 'disdik', 'jawa', 'barat', 'pasti', 'kbm', 'jalan']",0.0,0.0,0.0,0.0,in,231355136.0,1.59518688367951e+18,SINDOnews,https://twitter.com/SINDOnews/status/1595186883679514624
2022-11-22 22:47:01+00:00,-1.0,"['lokasi', 'bencana', 'habis', 'stok', 'kain', 'kafan', 'pemulasaran', 'jenazah', 'korban', 'gempa', 'cianjur', 'jabar', 'jenazah', 'paksa', 'diam', 'halaman', 'posko', 'darurat']",0.0,0.0,0.0,0.0,in,1.52099827116183e+18,1.59518712253258e+18,tauberitamedia,https://twitter.com/tauberitamedia/status/1595187122532585472
2022-11-22 22:47:32+00:00,-1.0,"['nasib', 'hamil', 'desa', 'benjot', 'nahas', 'gempa', 'bumi', 'cianjur', 'indri', 'timbun', 'jajan', 'warung', 'tribunnews']",0.0,0.0,0.0,0.0,in,1.23991998722712e+18,1.59518725265243e+18,Tribun_Bogor,https://twitter.com/Tribun_Bogor/status/1595187252652433408
2022-11-22 22:47:37+00:00,-1.0,"['infobmkg', 'daerah', 'pusat', 'kota', 'cianjur', 'sentuh', 'bantu', 'info', 'rekan', 'alumni', 'organisasi', 'mahasiswa', 'kampus', 'dampak', 'gempa']",0.0,0.0,0.0,5.0,in,68875024.0,1.5950411568782e+18,ranrinrun11,https://twitter.com/ranrinrun11/status/1595187271871127552
2022-11-22 22:47:43+00:00,1.0,"['jazuli', 'juwaini', 'instruksi', 'anggota', 'fraksi', 'pks', 'dpr', 'sisih', 'gaji', 'korban', 'gempacianjur']",0.0,0.0,2.0,2.0,in,8.53782937782714e+17,1.59518729667187e+18,radaraktual,https://twitter.com/radaraktual/status/1595187296671879168
2022-11-22 22:47:52+00:00,1.0,"['putin', 'belasungkawa', 'presiden', 'jokowi', 'kait', 'insiden', 'gempa', 'cianjur', 'duka', 'jatuh', 'korban', 'jiwa', 'akibat', 'bencana']",9.0,44.0,202.0,1695.0,in,69183155.0,1.59518733312455e+18,detikcom,https://twitter.com/detikcom/status/1595187333124554757
2022-11-22 22:49:03+00:00,-1.0,"['tulis', 'pray', 'for', 'cianjur', 'sebar', 'video', 'gempa', 'donggala']",0.0,0.0,0.0,2.0,in,2392460208.0,1.59518763135234e+18,jawapos,https://twitter.com/jawapos/status/1595187631352348673
2022-11-22 22:49:03+00:00,1.0,"['bsmi', 'peduli', 'cianjur', 'bsmi', 'diri', 'posko', 'peduli', 'gempa', 'cianjur', 'rumah', 'sakit', 'lapang', 'bantu', 'medis', 'korban', 'gempa', 'dukung', 'tim', 'rawan', 'bsmi', 'mari', 'bantu', 'warga', 'cianjur', 'salam', 'manusia', 'batas', 'care', 'for', 'life', 'selamat', 'jiwa', 'sambung', 'ribu']",0.0,0.0,0.0,1.0,in,854309275.0,1.59518763475373e+18,BSMIJatim,https://twitter.com/BSMIJatim/status/1595187634753732615
2022-11-22 22:49:04+00:00,1.0,"['presiden', 'mbz', 'kirim', 'bantu', 'makan', 'korban', 'gempa', 'cianjur']",0.0,0.0,0.0,0.0,in,1.08736268336664e+18,1.59518763656585e+18,Inisiatifnews,https://twitter.com/Inisiatifnews/status/1595187636565856257
2022-11-22 22:49:40+00:00,1.0,"['gempa', 'cianjur', 'milik', 'daya', 'rusakbesar']",0.0,0.0,0.0,0.0,in,1.55759034389319e+18,1.59518778735928e+18,DehillsN,https://twitter.com/DehillsN/status/1595187787359289346
2022-11-22 22:50:00+00:00,1.0,"['gus', 'muhaimin', 'seru', 'kader', 'pkb', 'bantu', 'korban', 'gempa', 'cianjur', 'bagusmuhaiminsampang', 'cakiminow', 'halimiskandarnu', 'dpppkb', 'fraksipkb', 'imansyukri', 'emhasanuddin', 'dpwpkbjatim', 'ariasharie', 'enterdeeper', 'mifthulmunir', 'mujibmdr', 'hamiideldino']",0.0,0.0,0.0,1.0,in,1.59337686534274e+18,1.5951878729774e+18,AsjiqinM,https://twitter.com/AsjiqinM/status/1595187872977408001
2022-11-22 22:50:02+00:00,-1.0,"['lokasi', 'bencana', 'habis', 'stok', 'kain', 'kafan', 'pemulasaran', 'jenazah', 'korban', 'gempa', 'cianjur', 'jabar', 'jenazah', 'paksa', 'diam', 'halaman', 'posko', 'darurat']",0.0,0.0,0.0,0.0,in,1.52099827116183e+18,1.59518787903018e+18,tauberitamedia,https://twitter.com/tauberitamedia/status/1595187879030185986
2022-11-22 22:51:26+00:00,1.0,"['ireezne', 'barusan', 'baca', 'cianjur', 'kena', 'gempa', 'sampek', 'kali', 'rem', 'banget', 'mama', 'stay', 'safe', 'ya', 'moga', 'mama', 'keluarga', 'aja']",0.0,1.0,0.0,0.0,in,1.14125486247204e+18,1.59485740902531e+18,joyparw,https://twitter.com/joyparw/status/1595188234300329984
2022-11-22 22:52:34+00:00,1.0,"['pvmbg', 'sebab', 'daya', 'rusak', 'gempa', 'cianjur', 'tempotekno']",0.0,0.0,0.0,0.0,in,18129942.0,1.59518851775558e+18,tempodotco,https://twitter.com/tempodotco/status/1595188517755588608
2022-11-22 22:52:58+00:00,1.0,"['pray', 'for', 'cianjur', 'duka', 'cita', 'musibah', 'gempa', 'cianjur', 'pandi', 'banggapakaiid', 'domainid', 'domainindonesia', 'prayforcianjur']",0.0,1.0,0.0,0.0,in,354953130.0,1.5951886172944e+18,Pandi_ID,https://twitter.com/Pandi_ID/status/1595188617294405632
2022-11-22 22:53:05+00:00,1.0,"['polri', 'korban', 'gempa', 'bumi', 'cianjur', 'persen', 'identifikasi']",0.0,0.0,0.0,0.0,in,41730943.0,1.59518864830326e+18,VIVAcoid,https://twitter.com/VIVAcoid/status/1595188648303267841
2022-11-22 22:53:42+00:00,1.0,"['jabat', 'utama', 'pju', 'mabes', 'polri', 'ketua', 'bhayangkari', 'serta', 'jajar', 'hadir', 'cianjur', 'tinjau', 'langsung', 'situasi', 'pasca', 'gempa', 'jenguk', 'korban', 'luka', 'awat', 'dukung', 'semangat']",0.0,0.0,3.0,19.0,in,1.1843955422913e+18,1.59518880307696e+18,PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595188803076964353
2022-11-22 22:53:56+00:00,1.0,"['gubernur', 'jawa', 'barat', 'ridwankamil', 'masyarakat', 'lokasi', 'bencana', 'gempa', 'cianjur', 'jadi', 'lokasi', 'wisata', 'hmmm', 'biasa', 'warga', 'of', 'indonesia', 'like', 'wakanda']",17.0,17.0,5.0,6.0,in,599220227.0,1.59518886230473e+18,aslamnatsir,https://twitter.com/aslamnatsir/status/1595188862304731136
2022-11-22 22:53:57+00:00,1.0,"['baznas', 'bazis', 'kota', 'jakarta', 'selatan', 'buka', 'galang', 'dana', 'bantu', 'manusia', 'korban', 'bencana', 'gempa', 'cianjur', 'jawa', 'barat', 'november', 'galan', 'dana', 'buka', 'selasa', 'desember']",0.0,0.0,1.0,6.0,in,1536237300.0,1.59518886750599e+18,KotaJaksel,https://twitter.com/KotaJaksel/status/1595188867505999872
2022-11-22 22:54:04+00:00,1.0,"['cepat', 'tanggap', 'hadir', 'aksi', 'nyata', 'demokrat', 'salur', 'bantu', 'gempa', 'cianjur', 'agusyudhoyono', 'pdemokrat', 'jatimdemokrat', 'emildardak']",0.0,0.0,0.0,1.0,in,1.55738465061165e+18,1.59518889604822e+18,DemokratBangka6,https://twitter.com/DemokratBangka6/status/1595188896048222208
2022-11-22 22:54:33+00:00,1.0,"['perintah', 'skema', 'huni', 'sedia', 'korban', 'gempa', 'cianjur', 'gempacianjur', 'savecianjur']",0.0,0.0,0.0,0.0,in,1.54932737671405e+18,1.5951890168061e+18,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189016806105088
2022-11-22 22:54:41+00:00,-1.0,"['rivaired', 'jalur', 'salah', 'korban', 'gempa', 'cianjur', 'tweet', 'sakit', 'hati', 'sih']",0.0,0.0,0.0,1.0,in,9.49933455642542e+17,1.59472955551581e+18,sohawtfr,https://twitter.com/sohawtfr/status/1595189051249655808
2022-11-22 22:54:42+00:00,1.0,"['cianjur', 'duka', 'duka', 'indonesia', 'salur', 'aksi', 'manusia', 'tuk', 'korban', 'bencana', 'aksi', 'peduli', 'gempa', 'cianjur', 'salur', 'bantu', 'lengkap', 'bayi', 'obat', 'obat', 'via', 'hasanahdotid']",0.0,0.0,1.0,1.0,in,546890263.0,1.59518905374953e+18,kangsil2012,https://twitter.com/kangsil2012/status/1595189053749534720
2022-11-22 22:55:02+00:00,1.0,"['bangun', 'dapur', 'rawan', 'door', 'to', 'door', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'baru', 'bangun', 'bantu', 'berita']",0.0,0.0,0.0,0.0,in,2508657594.0,1.5951891391333e+18,nolantv_viral,https://twitter.com/nolantv_viral/status/1595189139133304834
2022-11-22 22:55:41+00:00,1.0,"['bnpb', 'sorot', 'warga', 'korban', 'gempa', 'cianjur', 'ungsi', 'mandiri', 'diri', 'tenda', 'kualitas', 'ada', 'bnpbindonesia', 'gempacianjur']",0.0,0.0,0.0,1.0,in,1.54932737671405e+18,1.59518930251371e+18,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189302513713152
2022-11-22 22:56:14+00:00,1.0,"['pasca', 'gempa', 'cianjur', 'jokowi', 'instruksi', 'bangun', 'rumah', 'warga', 'antigempa']",0.0,0.0,0.0,0.0,in,1.55759034389319e+18,1.59518944212945e+18,DehillsN,https://twitter.com/DehillsN/status/1595189442129453056
2022-11-22 22:56:40+00:00,1.0,"['bmkg', 'peluang', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'ulang', 'infohumasbmkg']",0.0,0.0,0.0,1.0,in,1.54932737671405e+18,1.59518954811956e+18,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189548119564288
2022-11-22 22:56:55+00:00,1.0,"['presiden', 'jokowi', 'tinjau', 'tinggal', 'ungsi', 'gempa', 'cianjur']",0.0,0.0,0.0,1.0,in,2994206743.0,1.59518961158391e+18,vibizmediacom,https://twitter.com/vibizmediacom/status/1595189611583918082
2022-11-22 22:57:07+00:00,1.0,"['repost', 'infoseputarpolri', 'with', 'getrepostapp', 'selasa', 'polisi', 'jibaku', 'tolong', 'korban', 'gempa', 'bumi', 'cianjur', 'prayforcianjur', 'doauntukcianjur', 'polisipenolong', 'polrihadiruntukmasyarakat', 'polisi', 'polisipenolong', 'polisikita', 'repostandroid']",0.0,0.0,1.0,19.0,in,1.1843955422913e+18,1.59518966175579e+18,PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595189661755793409
2022-11-22 22:57:09+00:00,1.0,"['kapolri', 'tinjau', 'lokasi', 'gempa', 'bumi', 'cianjur', 'pasti', 'warga', 'bantu', 'maksimal']",0.0,0.0,0.0,0.0,in,1.42951210891223e+18,1.59518967305561e+18,SuaraMabes,https://twitter.com/SuaraMabes/status/1595189673055617025
2022-11-22 22:57:48+00:00,1.0,"['tri', 'bumn', 'erickthohir', 'bankbriid', 'langsung', 'turun', 'lokasi', 'bencana', 'gempa', 'cianjur', 'bantu', 'korban', 'satgasbencanabumn', 'bumnuntukcianjur']",0.0,0.0,0.0,0.0,in,1.4318327907529e+18,1.5951898368932e+18,BUMN_MLG_Beda,https://twitter.com/BUMN_MLG_Beda/status/1595189836893200384
2022-11-22 22:58:29+00:00,1.0,"['segenap', 'keluarga', 'stikes', 'holistik', 'duka', 'cita', 'musibah', 'gempa', 'cianjur', 'senin', 'november', 'moga', 'kuat', 'tabah', 'hadap', 'musibah', 'aamiin', 'yaa', 'rabbal', 'aalamiin', 'prayforcianjur']",0.0,0.0,0.0,0.0,in,8.11015189533376e+17,1.59519000546222e+18,STIKes_HOLISTIK,https://twitter.com/STIKes_HOLISTIK/status/1595190005462224896
2022-11-22 22:58:33+00:00,1.0,"['moga', 'tambah', 'korban', 'gempa', 'cianjur', 'dsk', 'korban', 'luka', 'hilang', 'tinggal', 'atas', 'pemda', 'perintah', 'aamiin']",0.0,0.0,0.0,0.0,in,541612282.0,1.59519002213076e+18,4ndi5urya,https://twitter.com/4ndi5urya/status/1595190022130761728
2022-11-22 22:58:49+00:00,1.0,"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempacianjur']",0.0,0.0,1.0,2.0,in,7.06335477024976e+17,1.59519009012464e+18,farmasetika_com,https://twitter.com/farmasetika_com/status/1595190090124648448
2022-11-22 22:58:51+00:00,1.0,"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempacianjur']",0.0,0.0,1.0,2.0,in,1.13480842088685e+18,1.59519009983446e+18,InfoFarmasiKini,https://twitter.com/InfoFarmasiKini/status/1595190099834462208
2022-11-22 22:59:34+00:00,1.0,"['gempa', 'cianjur', 'korban', 'tinggal', 'orang', 'ribu', 'rumah', 'ambruk', 'duka', 'cita', 'bmkg', 'rasa', 'jawa', 'barat', 'sr', 'innalillahi', 'gempa', 'earthquake']",0.0,0.0,0.0,1.0,in,1.49273644216208e+18,1.59519027911999e+18,Metasatu1,https://twitter.com/Metasatu1/status/1595190279119994880
2022-11-22 22:59:37+00:00,1.0,"['dubes', 'ri', 'cheppytw', 'keluarga', 'kbri', 'mexico', 'city', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'november', 'kemluri', 'prayforcianjur']",0.0,0.0,2.0,2.0,in,3313448790.0,1.59519029106536e+18,IndonesiaInMx,https://twitter.com/IndonesiaInMx/status/1595190291065364480
2022-11-22 23:00:06+00:00,1.0,"['banten', 'kirim', 'logistik', 'amp', 'sukarelawan', 'bantu', 'korban', 'gempa', 'cianjur', 'gempacianjur']",0.0,0.0,0.0,0.0,in,79130206.0,1.59519041467119e+18,jpnncom,https://twitter.com/jpnncom/status/1595190414671196160
2022-11-22 23:00:33+00:00,1.0,"['pj', 'walikota', 'duka', 'dalam', 'korban', 'gempa', 'cianjur']",0.0,0.0,0.0,0.0,in,1632918924.0,1.59519052656295e+18,GoRiauCom,https://twitter.com/GoRiauCom/status/1595190526562951170
2022-11-22 23:00:37+00:00,1.0,"['keluarga', 'rumah', 'tahan', 'negara', 'kelas', 'iib', 'prabumulih', 'duka', 'cita', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'pray', 'for', 'cianjur', 'kumhamsumsel', 'rutanprabu', 'kumhampasti', 'kumhamsumsel', 'rutanprabumulihkeluarga']",0.0,0.0,0.0,0.0,in,2414504514.0,1.59519054248016e+18,Rutan_Prabu,https://twitter.com/Rutan_Prabu/status/1595190542480162817
2022-11-22 23:00:37+00:00,1.0,"['potret', 'jokowi', 'unjung', 'korban', 'gempa', 'bumi', 'cianjur']",0.0,1.0,0.0,3.0,in,41730943.0,1.59519054296687e+18,VIVAcoid,https://twitter.com/VIVAcoid/status/1595190542966874112
2022-11-22 23:00:54+00:00,1.0,"['pray', 'to', 'cianjur', 'moga', 'kena', 'korban', 'gempa', 'sehat', 'sabar', 'dlm', 'hadap', 'coba']",0.0,0.0,0.0,0.0,in,1.5925298471545e+18,1.59519061426964e+18,NdesoFerri,https://twitter.com/NdesoFerri/status/1595190614269644800
2022-11-22 23:01:19+00:00,1.0,"['potret', 'bangun', 'sekolah', 'kab', 'cianjur', 'rusak', 'berat', 'akibat', 'gempa', 'bumi', 'kuat', 'magnitudo', 'via', 'detikjabar']",1.0,0.0,4.0,8.0,in,69183155.0,1.59519072083443e+18,detikcom,https://twitter.com/detikcom/status/1595190720834437120
2022-11-22 23:01:41+00:00,1.0,"['duka', 'cita', 'musibah', 'gempa', 'bumi', 'cianjur', 'doa', 'korban', 'gempa', 'bumi', 'cianjur', 'moga', 'keluarga', 'rekan', 'saudara', 'cianjur', 'aman', 'sehat', 'cepat', 'pulih', 'aktivitas', 'aamiin']",0.0,0.0,0.0,0.0,in,1.54689434873826e+18,1.59519081395246e+18,desakanci_crb,https://twitter.com/desakanci_crb/status/1595190813952466944
2022-11-22 23:01:47+00:00,-1.0,"['top', 'hits', 'november', 'update', 'korban', 'tinggal', 'dunia', 'gempa', 'bumi', 'cianjur', 'cari']",0.0,0.0,0.0,0.0,in,9.50002951824666e+17,1.59519083561562e+18,kabarlhk,https://twitter.com/kabarlhk/status/1595190835615629312
2022-11-22 23:02:30+00:00,1.0,"['doa', 'cianjur', 'doaterbaik', 'saudara', 'dampak', 'bencanagempa', 'bumi', 'moga', 'senantiasa', 'saudara', 'sabar', 'kuat', 'jaringanindonesiapositif', 'focalpointjip', 'doauntukcianjur']",0.0,1.0,0.0,2.0,in,1.39502213304294e+18,1.59519101880227e+18,JIP_indonesia,https://twitter.com/JIP_indonesia/status/1595191018802278400
2022-11-22 23:02:38+00:00,1.0,"['inna', 'lillahi', 'wa', 'inna', 'ilaihi', 'rajiun', 'keluarga', 'balai', 'latih', 'terna', 'batu', 'duka', 'cita', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'senin', 'november', 'wib']",0.0,6.0,2.0,9.0,in,1.51338315419041e+18,1.59519104944587e+18,bbpp_batu,https://twitter.com/bbpp_batu/status/1595191049445871616
2022-11-22 23:03:12+00:00,1.0,"['bnpb', 'alas', 'korban', 'jiwa', 'anakanak', 'gempa', 'bumi', 'cianjur', 'alas']",0.0,1.0,2.0,5.0,in,55507370.0,1.59519119284912e+18,tvOneNews,https://twitter.com/tvOneNews/status/1595191192849125377
2022-11-22 23:03:16+00:00,1.0,"['pks', 'instruksi', 'wakil', 'rakyat', 'sisih', 'gaji', 'korban', 'gempa', 'cianjur', 'lengkap']",0.0,0.0,0.0,2.0,in,1.38259908079944e+18,1.59519121017579e+18,pks_musirawas,https://twitter.com/pks_musirawas/status/1595191210175795200
2022-11-22 23:03:48+00:00,1.0,"['pmi', 'sejawa', 'barat', 'pmi', 'sedki', 'jakarta', 'kerah', 'personilnya', 'upaya', 'cari', 'selamat', 'masyarakat', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'wilayah', 'kab', 'cianjur', 'jawa', 'barat', 'senin', 'cc', 'radioelshinta', 'sonorafm']",1.0,0.0,3.0,2.0,in,7.95491029201756e+17,1.59519134452315e+18,HerryFTanjung,https://twitter.com/HerryFTanjung/status/1595191344523157505
2022-11-22 23:04:43+00:00,1.0,"['shock', 'salah', 'keluarga', 'korban', 'gempa', 'cianjur']",0.0,0.0,0.0,0.0,in,1.07995755555038e+18,1.59519157382193e+18,Chanrf5,https://twitter.com/Chanrf5/status/1595191573821935616
2022-11-22 23:05:07+00:00,1.0,"['badan', 'geologi', 'esdm', 'tetap', 'cianjur', 'daerah', 'rawan', 'gempa', 'level']",0.0,0.0,0.0,0.0,in,155169715.0,1.59519167768127e+18,soloposdotcom,https://twitter.com/soloposdotcom/status/1595191677681270784
2022-11-22 23:05:40+00:00,-1.0,"['buai', 'org', 'dgn', 'janji', 'janji', 'utk', 'korban', 'gempa', 'palu', 'donggala', 'skrg', 'blm', 'selesai', 'kasihan', 'sdr', 'kpd', 'media', 'tolong', 'kasih', 'berita', 'lengkap', 'krn', 'duit', 'cianjur', 'duit', 'negara', 'tangan']",0.0,6.0,10.0,35.0,in,3580227492.0,1.59519181353438e+18,YandraD31,https://twitter.com/YandraD31/status/1595191813534384128
2022-11-22 23:05:52+00:00,1.0,"['ungsi', 'gempa', 'nagrag', 'cianjur', 'butuh', 'obatobatan', 'terang']",0.0,0.0,0.0,0.0,in,9.02837643024539e+17,1.59519186446173e+18,medcom_id,https://twitter.com/medcom_id/status/1595191864461733888
2022-11-22 23:06:14+00:00,1.0,"['kampung', 'garung', 'desa', 'cirumput', 'cugenang', 'kabupaten', 'cianjur', 'salah', 'desa', 'dampak', 'gempa']",0.0,0.0,0.0,0.0,in,231355136.0,1.59519195554512e+18,SINDOnews,https://twitter.com/SINDOnews/status/1595191955545128961
2022-11-22 23:06:24+00:00,1.0,"['gempa', 'cianjur', 'bikin', 'gempa', 'jogja', 'sma', 'habis', 'gempa', 'jaring', 'komunikasi', 'putus', 'keluarga', 'panik', 'saudara', 'gak', 'dihubungin', 'mantengin', 'berita', 'tv', 'sembari', 'ngeredial', 'nomer', 'saudara']",0.0,1.0,0.0,0.0,in,81481351.0,1.59519199857911e+18,ayyaw,https://twitter.com/ayyaw/status/1595191998579113984
2022-11-22 23:06:34+00:00,1.0,"['korban', 'gempa', 'cianjur', 'trauma', 'pilih', 'rawat', 'tenda', 'darurat', 'rsud', 'cianjur']",0.0,1.0,0.0,1.0,in,58880688.0,1.59519204008593e+18,pikiran_rakyat,https://twitter.com/pikiran_rakyat/status/1595192040085934080
