created_at,label,category,tokenization,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
2022-11-22 22:49:40+00:00,1.0,evacuation route,"['gempa', 'cianjur', 'milik', 'daya', 'rusakbesar']",mengapa gempa cianjur memiliki daya rusakbesar,0.0,0.0,0.0,0.0,in,"1,56E+32","1,60E+32",DehillsN,https://twitter.com/DehillsN/status/1595187787359289346
2022-11-22 22:50:00+00:00,1.0,evacuation route,"['gus', 'muhaimin', 'seru', 'kader', 'pkb', 'bantu', 'korban', 'gempa', 'cianjur', 'bagusmuhaiminsampang', 'cakiminow', 'halimiskandarnu', 'dpppkb', 'fraksipkb', 'imansyukri', 'emhasanuddin', 'dpwpkbjatim', 'ariasharie', 'enterdeeper', 'mifthulmunir', 'mujibmdr', 'hamiideldino']",gus muhaimin serukan kader pkb dan semua pihak bantu korban gempa cianjur  bagusmuhaiminsampang cakiminow halimiskandarnu dpppkb fraksipkb imansyukri emhasanuddin dpwpkbjatim ariasharie enterdeeper mifthulmunir mujibmdr hamiideldino,0.0,0.0,0.0,1.0,in,"1,59E+32","1,60E+31",AsjiqinM,https://twitter.com/AsjiqinM/status/1595187872977408001
2022-11-22 22:50:02+00:00,-1.0,CLothes,"['lokasi', 'bencana', 'habis', 'stok', 'kain', 'kafan', 'pemulasaran', 'jenazah', 'korban', 'gempa', 'cianjur', 'jabar', 'jenazah', 'paksa', 'diam', 'halaman', 'posko', 'darurat']",sejumlah lokasi bencana kehabisan stok kain kafan untuk pemulasaran jenazah korban gempa cianjur  jabar  jenazah terpaksa didiamkan di halaman posko darurat,0.0,0.0,0.0,0.0,in,"1,52E+32","1,60E+32",tauberitamedia,https://twitter.com/tauberitamedia/status/1595187879030185986
2022-11-22 22:51:26+00:00,1.0,evacuation route,"['ireezne', 'barusan', 'baca', 'cianjur', 'kena', 'gempa', 'sampek', 'kali', 'rem', 'banget', 'mama', 'stay', 'safe', 'ya', 'moga', 'mama', 'keluarga', 'aja']",ireezne barusan aku baca  katanya cianjur kena gempa sampek  kali  serem banget  mama stay safe ya  semoga mama sama keluarga baik baik aja,0.0,1.0,0.0,0.0,in,"1,14E+32","1,59E+32",joyparw,https://twitter.com/joyparw/status/1595188234300329984
2022-11-22 22:52:34+00:00,1.0,evacuation route,"['pvmbg', 'sebab', 'daya', 'rusak', 'gempa', 'cianjur', 'tempotekno']",pvmbg ungkap dua penyebab daya rusak gempa cianjur  tempotekno,0.0,0.0,0.0,0.0,in,18129942.0,"1,60E+32",tempodotco,https://twitter.com/tempodotco/status/1595188517755588608
2022-11-22 22:52:58+00:00,1.0,evacuation route,"['pray', 'for', 'cianjur', 'duka', 'cita', 'musibah', 'gempa', 'cianjur', 'pandi', 'banggapakaiid', 'domainid', 'domainindonesia', 'prayforcianjur']",pray for cianjur  turut berduka cita atas musibah gempa yang terjadi di cianjur dan sekitarnya   pandi  banggapakaiid  domainid  domainindonesia  prayforcianjur,0.0,1.0,0.0,0.0,in,354953130.0,"1,60E+31",Pandi_ID,https://twitter.com/Pandi_ID/status/1595188617294405632
2022-11-22 22:53:05+00:00,1.0,evacuation route,"['polri', 'korban', 'gempa', 'bumi', 'cianjur', 'persen', 'identifikasi']",polri sebut korban gempa bumi cianjur sudah  persen teridentifikasi,0.0,0.0,0.0,0.0,in,41730943.0,"1,60E+32",VIVAcoid,https://twitter.com/VIVAcoid/status/1595188648303267841
2022-11-22 22:53:42+00:00,1.0,evacuation route,"['jabat', 'utama', 'pju', 'mabes', 'polri', 'ketua', 'bhayangkari', 'serta', 'jajar', 'hadir', 'cianjur', 'tinjau', 'langsung', 'situasi', 'pasca', 'gempa', 'jenguk', 'korban', 'luka', 'awat', 'dukung', 'semangat']",hari ini saya bersama pejabat utama pju mabes polri dan ketua umum bhayangkari beserta jajaran hadir di cianjur meninjau langsung situasi pasca gempa dan menjenguk korban luka yang sedang mendapat perawatan untuk memberikan dukungan semangat,0.0,0.0,3.0,19.0,in,"1,18E+31","1,60E+32",PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595188803076964353
2022-11-22 22:53:56+00:00,1.0,evacuation route,"['gubernur', 'jawa', 'barat', 'ridwankamil', 'masyarakat', 'lokasi', 'bencana', 'gempa', 'cianjur', 'jadi', 'lokasi', 'wisata', 'hmmm', 'biasa', 'warga', 'of', 'indonesia', 'like', 'wakanda']",gubernur jawa barat ridwankamil  secara tegas meminta kepada semua masyarakat yang sedang berada di sekitar lokasi bencana gempa cianjur untuk tidak menjadikan lokasi sebagai wisata hmmm kebiasaan warga of indonesia like wakanda,17.0,17.0,5.0,6.0,in,599220227.0,"1,60E+32",aslamnatsir,https://twitter.com/aslamnatsir/status/1595188862304731136
2022-11-22 22:53:57+00:00,1.0,evacuation route,"['baznas', 'bazis', 'kota', 'jakarta', 'selatan', 'buka', 'galang', 'dana', 'bantu', 'manusia', 'korban', 'bencana', 'gempa', 'cianjur', 'jawa', 'barat', 'november', 'galan', 'dana', 'buka', 'selasa', 'desember']",baznas bazis kota jakarta selatan membuka penggalangan dana bantuan kemanusiaan untuk korban bencana gempa cianjur  jawa barat  yang terjadi pada  november  lalu    penggalanan dana ini dibuka mulai selasa ini  sampai dengan  desember  mendatang,0.0,0.0,1.0,6.0,in,1536237300.0,"1,60E+32",KotaJaksel,https://twitter.com/KotaJaksel/status/1595188867505999872
2022-11-22 22:54:04+00:00,1.0,evacuation route,"['cepat', 'tanggap', 'hadir', 'aksi', 'nyata', 'demokrat', 'salur', 'bantu', 'gempa', 'cianjur', 'agusyudhoyono', 'pdemokrat', 'jatimdemokrat', 'emildardak']",cepat tanggap hadirkan aksi nyata demokrat salurkan bantuan kepada gempa cianjur agusyudhoyono pdemokrat jatimdemokrat emildardak,0.0,0.0,0.0,1.0,in,"1,56E+32","1,60E+32",DemokratBangka6,https://twitter.com/DemokratBangka6/status/1595188896048222208
2022-11-22 22:54:33+00:00,1.0,evacuation route,"['perintah', 'skema', 'huni', 'sedia', 'korban', 'gempa', 'cianjur', 'gempacianjur', 'savecianjur']",pemerintah tengah menyiapkan dua skema hunian yang disediakan untuk korban gempa cianjur  gempacianjur savecianjur,0.0,0.0,0.0,0.0,in,"1,55E+32","1,60E+31",apahabarmedia,https://twitter.com/apahabarmedia/status/1595189016806105088
2022-11-22 22:54:41+00:00,-1.0,evacuation route,"['rivaired', 'jalur', 'salah', 'korban', 'gempa', 'cianjur', 'tweet', 'sakit', 'hati', 'sih']",rivaired jalur sebagai salah satu korban gempa di cianjur  tweet ini membuat sakit hati sih,0.0,0.0,0.0,1.0,in,"9,50E+31","1,59E+32",sohawtfr,https://twitter.com/sohawtfr/status/1595189051249655808
2022-11-22 22:54:42+00:00,1.0,evacuation route,"['cianjur', 'duka', 'duka', 'indonesia', 'salur', 'aksi', 'manusia', 'tuk', 'korban', 'bencana', 'aksi', 'peduli', 'gempa', 'cianjur', 'salur', 'bantu', 'lengkap', 'bayi', 'obat', 'obat', 'via', 'hasanahdotid']",cianjur berduka  duka indonesia   salurkan aksi kemanusiaan tuk korban bencana   aksi peduli gempa cianjur   salurkan bantuan perlengkapan bayi dan obat obatan via hasanahdotid,0.0,0.0,1.0,1.0,in,546890263.0,"1,60E+32",kangsil2012,https://twitter.com/kangsil2012/status/1595189053749534720
2022-11-22 22:55:02+00:00,1.0,shelter,"['bangun', 'dapur', 'rawan', 'door', 'to', 'door', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'baru', 'bangun', 'bantu', 'berita']",bangun dapur umum  relawan door to door salurkan bantuan korban gempa cianjur  terbaru bangun bantuan berita,0.0,0.0,0.0,0.0,in,2508657594.0,"1,60E+31",nolantv_viral,https://twitter.com/nolantv_viral/status/1595189139133304834
2022-11-22 22:55:41+00:00,1.0,evacuation route,"['bnpb', 'sorot', 'warga', 'korban', 'gempa', 'cianjur', 'ungsi', 'mandiri', 'diri', 'tenda', 'kualitas', 'ada', 'bnpbindonesia', 'gempacianjur']",bnpb menyoroti masih adanya warga korban gempa cianjur yang melakukan pengungsian secara mandiri dengan mendirikan tenda dengan kualitas seadanya   bnpbindonesia gempacianjur,0.0,0.0,0.0,1.0,in,"1,55E+32","1,60E+32",apahabarmedia,https://twitter.com/apahabarmedia/status/1595189302513713152
2022-11-22 22:56:14+00:00,1.0,shelter,"['pasca', 'gempa', 'cianjur', 'jokowi', 'instruksi', 'bangun', 'rumah', 'warga', 'antigempa']",pasca gempa cianjur  jokowi instruksikan pembangunan kembali rumah warga antigempa,0.0,0.0,0.0,0.0,in,"1,56E+32","1,60E+32",DehillsN,https://twitter.com/DehillsN/status/1595189442129453056
2022-11-22 22:56:40+00:00,1.0,evacuation route,"['bmkg', 'peluang', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'ulang', 'infohumasbmkg']",bmkg mengungkapkan peluang gempa bumi akan terjadi di kabupaten cianjur akan terulang  tahun mendatang   infohumasbmkg,0.0,0.0,0.0,1.0,in,"1,55E+32","1,60E+32",apahabarmedia,https://twitter.com/apahabarmedia/status/1595189548119564288
2022-11-22 22:56:55+00:00,1.0,shelter,"['presiden', 'jokowi', 'tinjau', 'tinggal', 'ungsi', 'gempa', 'cianjur']",presiden jokowi tinjau tempat tinggal sementara pengungsi gempa cianjur,0.0,0.0,0.0,1.0,in,2994206743.0,"1,60E+32",vibizmediacom,https://twitter.com/vibizmediacom/status/1595189611583918082
2022-11-22 22:57:07+00:00,1.0,evacuation route,"['repost', 'infoseputarpolri', 'with', 'getrepostapp', 'selasa', 'polisi', 'jibaku', 'tolong', 'korban', 'gempa', 'bumi', 'cianjur', 'prayforcianjur', 'doauntukcianjur', 'polisipenolong', 'polrihadiruntukmasyarakat', 'polisi', 'polisipenolong', 'polisikita', 'repostandroid']",repost infoseputarpolri with getrepostapp   hingga hari ini  selasa  polisi terus berjibaku menolong korban gempa bumi di cianjur   prayforcianjur  doauntukcianjur  polisipenolong  polrihadiruntukmasyarakat  polisi polisipenolong  polisikita repostandroid,0.0,0.0,1.0,19.0,in,"1,18E+31","1,60E+32",PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595189661755793409
2022-11-22 22:57:09+00:00,1.0,evacuation route,"['kapolri', 'tinjau', 'lokasi', 'gempa', 'bumi', 'cianjur', 'pasti', 'warga', 'bantu', 'maksimal']",kapolri tinjau lokasi gempa bumi cianjur  pastikan warga dapat bantuan maksimal,0.0,0.0,0.0,0.0,in,"1,43E+32","1,60E+32",SuaraMabes,https://twitter.com/SuaraMabes/status/1595189673055617025
2022-11-22 22:57:48+00:00,1.0,evacuation route,"['tri', 'bumn', 'erickthohir', 'bankbriid', 'langsung', 'turun', 'lokasi', 'bencana', 'gempa', 'cianjur', 'bantu', 'korban', 'satgasbencanabumn', 'bumnuntukcianjur']",kementrian bumn bersama erickthohir melalui bankbriid langsung turun ke lokasi bencana gempa cianjur untuk memberikan bantuan kepada korban       satgasbencanabumn bumnuntukcianjur,0.0,0.0,0.0,0.0,in,"1,43E+31","1,60E+31",BUMN_MLG_Beda,https://twitter.com/BUMN_MLG_Beda/status/1595189836893200384
2022-11-22 22:58:29+00:00,1.0,evacuation route,"['segenap', 'keluarga', 'stikes', 'holistik', 'duka', 'cita', 'musibah', 'gempa', 'cianjur', 'senin', 'november', 'moga', 'kuat', 'tabah', 'hadap', 'musibah', 'aamiin', 'yaa', 'rabbal', 'aalamiin', 'prayforcianjur']",segenap keluarga besar stikes holistik mengucapkan turut berduka cita atas musibah gempa yang terjadi di cianjur pada senin   november   semoga diberikan kekuatan dan ketabahan dalam menghadapi musibah ini  aamiin yaa rabbal aalamiin    prayforcianjur,0.0,0.0,0.0,0.0,in,"8,11E+31","1,60E+32",STIKes_HOLISTIK,https://twitter.com/STIKes_HOLISTIK/status/1595190005462224896
2022-11-22 22:58:33+00:00,1.0,evacuation route,"['moga', 'tambah', 'korban', 'gempa', 'cianjur', 'dsk', 'korban', 'luka', 'hilang', 'tinggal', 'atas', 'pemda', 'perintah', 'aamiin']",semoga tidak terus bertambah korban gempa cianjur dsk  dan para korban luka  kehilangan tempat tinggal  dapat diatasi pemda dan pemerintah  aamiin,0.0,0.0,0.0,0.0,in,541612282.0,"1,60E+32",4ndi5urya,https://twitter.com/4ndi5urya/status/1595190022130761728
2022-11-22 22:58:49+00:00,1.0,medical emergency,"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempacianjur']",apoteker relawan berangkat ke lokasi bencana gempacianjur,0.0,0.0,1.0,2.0,in,"7,06E+31","1,60E+32",farmasetika_com,https://twitter.com/farmasetika_com/status/1595190090124648448
2022-11-22 22:58:51+00:00,1.0,medical emergency,"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempacianjur']",apoteker relawan berangkat ke lokasi bencana gempacianjur,0.0,0.0,1.0,2.0,in,"1,13E+32","1,60E+32",InfoFarmasiKini,https://twitter.com/InfoFarmasiKini/status/1595190099834462208
2022-11-22 22:59:34+00:00,1.0,shelter,"['gempa', 'cianjur', 'korban', 'tinggal', 'orang', 'ribu', 'rumah', 'ambruk', 'duka', 'cita', 'bmkg', 'rasa', 'jawa', 'barat', 'sr', 'innalillahi', 'gempa', 'earthquake']",gempa cianjur korban meninggal  orang  ribuan rumah ambruk     turut berduka cita   bmkg   kerasa   jawa barat     sr   innalillahi   gempa   earthquake,0.0,0.0,0.0,1.0,in,"1,49E+32","1,60E+32",Metasatu1,https://twitter.com/Metasatu1/status/1595190279119994880
2022-11-22 22:59:37+00:00,1.0,evacuation route,"['dubes', 'ri', 'cheppytw', 'keluarga', 'kbri', 'mexico', 'city', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'november', 'kemluri', 'prayforcianjur']",dubes ri cheppytw dan keluarga besar kbri mexico city turut berduka cita atas musibah gempa bumi yang terjadi di kabupaten cianjur  jawa barat pada  november    kemluri prayforcianjur,0.0,0.0,2.0,2.0,in,3313448790.0,"1,60E+32",IndonesiaInMx,https://twitter.com/IndonesiaInMx/status/1595190291065364480
