,created_at,label,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
29,2022-11-22 22:49:04+00:00,1,Presiden MBZ Kirim Bantuan Makanan untuk Korban Gempa Cianjur https://t.co/8uSabE3UuP https://t.co/6xzIsZTafq,0,0,0,0,in,1.08736268336664E+018,1.59518763656585E+018,Inisiatifnews,https://twitter.com/Inisiatifnews/status/1595187636565856257
30,2022-11-22 22:49:40+00:00,1,Mengapa Gempa Cianjur Memiliki Daya RusakÂ Besar? https://t.co/peRtSR8Mxi,0,0,0,0,in,1.55759034389319E+018,1.59518778735928E+018,DehillsN,https://twitter.com/DehillsN/status/1595187787359289346
31,2022-11-22 22:50:00+00:00,1,Gus Muhaimin Serukan Kader PKB dan Semua Pihak Bantu Korban Gempa Cianjur  #BagusMuhaiminSampang @cakimiNOW @halimiskandarnu @DPP_PKB @FraksiPKB @imansyukri @EmHasanuddin @dpwpkbjatim_ @Ari_Asharie @enterdeeper @Mift4hulMunir @mujib_mdr @HamiidEldino https://t.co/hcFOGk2ZBa,0,0,0,1,in,1.59337686534274E+018,1.5951878729774E+018,AsjiqinM,https://twitter.com/AsjiqinM/status/1595187872977408001
32,2022-11-22 22:50:02+00:00,-1,"Sejumlah lokasi bencana kehabisan stok kain kafan untuk pemulasaran jenazah korban gempa Cianjur, Jabar. Jenazah terpaksa didiamkan di halaman posko darurat. https://t.co/176AnVsWXw",0,0,0,0,in,1.52099827116183E+018,1.59518787903018E+018,tauberitamedia,https://twitter.com/tauberitamedia/status/1595187879030185986
33,2022-11-22 22:51:26+00:00,1,"@ireezne Barusan aku baca, katanya cianjur kena gempa sampek 145 kali. Serem banget. Mama stay safe ya, semoga mama sama keluarga baik baik ajaðŸ˜¢ðŸ˜¢ðŸ˜¢",0,1,0,0,in,1.14125486247204E+018,1.59485740902531E+018,joyparw,https://twitter.com/joyparw/status/1595188234300329984
34,2022-11-22 22:52:34+00:00,1,PVMBG Ungkap Dua Penyebab Daya Rusak Gempa Cianjur https://t.co/ukd47Tt50C #TempoTekno,0,0,0,0,in,18129942,1.59518851775558E+018,tempodotco,https://twitter.com/tempodotco/status/1595188517755588608
35,2022-11-22 22:52:58+00:00,1,Pray For Cianjur  Turut berduka cita atas musibah gempa yang terjadi di Cianjur dan sekitarnya.  #PANDI  #BanggaPakaiID  #DomainID  #DomainIndonesia  #PrayForCianjur https://t.co/e6OqxRH0wl,0,1,0,0,in,354953130,1.5951886172944E+018,Pandi_ID,https://twitter.com/Pandi_ID/status/1595188617294405632
36,2022-11-22 22:53:05+00:00,1,Polri Sebut Korban Gempa Bumi Cianjur Sudah 90 Persen Teridentifikasi https://t.co/ci0MyirfvJ,0,0,0,0,in,41730943,1.59518864830326E+018,VIVAcoid,https://twitter.com/VIVAcoid/status/1595188648303267841
37,2022-11-22 22:53:42+00:00,1,Hari ini saya bersama Pejabat Utama (PJU) Mabes Polri dan Ketua Umum Bhayangkari beserta jajaran hadir di Cianjur meninjau langsung situasi pasca gempa dan menjenguk korban luka yang sedang mendapat perawatan untuk memberikan dukungan semangat https://t.co/xgZAHoctc8,0,0,3,19,in,1.1843955422913E+018,1.59518880307696E+018,PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595188803076964353
38,2022-11-22 22:53:56+00:00,1,Gubernur Jawa Barat @ridwankamil  secara tegas meminta kepada semua masyarakat yang sedang berada di sekitar lokasi bencana Gempa Cianjur untuk tidak menjadikan lokasi sebagai â€˜wisataâ€™.Hmmm kebiasaan warga of Indonesia like Wakanda ðŸ¤” https://t.co/5z8gfk6zmf,17,17,5,6,in,599220227,1.59518886230473E+018,aslamnatsir,https://twitter.com/aslamnatsir/status/1595188862304731136
39,2022-11-22 22:53:57+00:00,1,"Baznas (BAZIS) Kota Jakarta Selatan membuka penggalangan dana bantuan kemanusiaan untuk korban bencana Gempa Cianjur, Jawa Barat, yang terjadi pada 21 November 2022 lalu.   Penggalanan Dana ini dibuka mulai Selasa ini (22/11) sampai dengan 15 Desember 2022 mendatang. https://t.co/2Vq5HEEeXo",0,0,1,6,in,1536237300,1.59518886750599E+018,KotaJaksel,https://twitter.com/KotaJaksel/status/1595188867505999872
40,2022-11-22 22:54:04+00:00,1,Cepat tanggap hadirkan aksi nyata! Demokrat salurkan bantuan kepada gempa cianjur! @AgusYudhoyono @PDemokrat @JatimDemokrat @EmilDardak https://t.co/JtAG7Amtil,0,0,0,1,in,1.55738465061165E+018,1.59518889604822E+018,DemokratBangka6,https://twitter.com/DemokratBangka6/status/1595188896048222208
41,2022-11-22 22:54:33+00:00,1,Pemerintah tengah menyiapkan dua skema hunian yang disediakan untuk korban gempa Cianjur. #gempacianjur #savecianjur  https://t.co/hNs7wXeQ3a,0,0,0,0,in,1.54932737671405E+018,1.5951890168061E+018,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189016806105088
42,2022-11-22 22:54:41+00:00,-1,"@rivaired @jalur5_ sebagai salah satu korban gempa di cianjur, tweet ini membuat sakit hati sih",0,0,0,1,in,9.49933455642542E+017,1.59472955551581E+018,sohawtfr,https://twitter.com/sohawtfr/status/1595189051249655808
43,2022-11-22 22:54:42+00:00,1,"Cianjur berduka, duka Indonesia. https://t.co/3jzD9Ci9h7 salurkan aksi kemanusiaan tuk korban bencana.  Aksi Peduli Gempa Cianjur, https://t.co/YAoBQqyn4h Salurkan Bantuan Perlengkapan Bayi dan Obat Obatan via @hasanahdotid https://t.co/p1zuVFPGur",0,0,1,1,in,546890263,1.59518905374953E+018,kangsil2012,https://twitter.com/kangsil2012/status/1595189053749534720
44,2022-11-22 22:55:02+00:00,1,"Bangun Dapur Umum, Relawan Door to Door Salurkan Bantuan Korban Gempa Cianjur https://t.co/IiYNjUbhMg #Terbaru #bangun #bantuan #berita https://t.co/2rVrnYvDQQ",0,0,0,0,in,2508657594,1.5951891391333E+018,nolantv_viral,https://twitter.com/nolantv_viral/status/1595189139133304834
45,2022-11-22 22:55:41+00:00,1,BNPB menyoroti masih adanya warga korban gempa Cianjur yang melakukan pengungsian secara mandiri dengan mendirikan tenda dengan kualitas seadanya.  â¦@BNPB_Indonesiaâ© #gempacianjur  https://t.co/gZI38sMtqq,0,0,0,1,in,1.54932737671405E+018,1.59518930251371E+018,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189302513713152
46,2022-11-22 22:56:14+00:00,1,"Pasca Gempa Cianjur, Jokowi Instruksikan Pembangunan Kembali Rumah Warga AntiÂ Gempa https://t.co/ZkAw8c4iWO",0,0,0,0,in,1.55759034389319E+018,1.59518944212945E+018,DehillsN,https://twitter.com/DehillsN/status/1595189442129453056
47,2022-11-22 22:56:40+00:00,1,BMKG mengungkapkan peluang gempa bumi akan terjadi di Kabupaten Cianjur akan terulang 20 tahun mendatang.  â¦@InfoHumasBMKGâ©  https://t.co/knJFmnEBWR,0,0,0,1,in,1.54932737671405E+018,1.59518954811956E+018,apahabarmedia,https://twitter.com/apahabarmedia/status/1595189548119564288
48,2022-11-22 22:56:55+00:00,1,Presiden Jokowi Tinjau Tempat Tinggal Sementara Pengungsi Gempa Cianjur https://t.co/6fxGjCClMC https://t.co/wE6DfqzJ8e,0,0,0,1,in,2994206743,1.59518961158391E+018,vibizmediacom,https://twitter.com/vibizmediacom/status/1595189611583918082
49,2022-11-22 22:57:07+00:00,1,"#REPOST @infoseputarpolri with @get__repost__app   Hingga hari ini, Selasa (22/11) polisi terus berjibaku menolong korban gempa bumi di cianjur . #prayforcianjur  #doauntukcianjur  #polisipenolong  #polrihadiruntukmasyarakat  #polisi #polisipenolong  #polisikita #repostandroid https://t.co/iFgeYcdm4E",0,0,1,19,in,1.1843955422913E+018,1.59518966175579E+018,PonorogoPolres,https://twitter.com/PonorogoPolres/status/1595189661755793409
50,2022-11-22 22:57:09+00:00,1,"Kapolri Tinjau Lokasi Gempa Bumi Cianjur, Pastikan Warga dapat Bantuan Maksimal https://t.co/h3scm1nf3D",0,0,0,0,in,1.42951210891223E+018,1.59518967305561E+018,SuaraMabes,https://twitter.com/SuaraMabes/status/1595189673055617025
51,2022-11-22 22:57:48+00:00,1,Kementrian BUMN bersama @erickthohir melalui @bankbri_id langsung turun ke lokasi bencana gempa cianjur untuk memberikan bantuan kepada korban . . . #SatgasBencanaBUMN #BUMNUntukCianjur https://t.co/n1qjrjwvlY,0,0,0,0,in,1.4318327907529E+018,1.5951898368932E+018,BUMN_MLG_Beda,https://twitter.com/BUMN_MLG_Beda/status/1595189836893200384
52,2022-11-22 22:58:29+00:00,1,"Segenap keluarga besar STIKes HOLISTIK mengucapkan turut berduka cita atas musibah gempa yang terjadi di Cianjur pada Senin, 21 November 2022. Semoga diberikan kekuatan dan ketabahan dalam menghadapi musibah ini. Aamiin yaa rabbal â€˜aalamiin..  #PrayForCianjur https://t.co/SBZXtX9pAE",0,0,0,0,in,8.11015189533376E+017,1.59519000546222E+018,STIKes_HOLISTIK,https://twitter.com/STIKes_HOLISTIK/status/1595190005462224896
53,2022-11-22 22:58:33+00:00,1,"Semoga tidak terus bertambah korban gempa Cianjur dsk, dan para korban luka, kehilangan tempat tinggal, dapat diatasi Pemda dan Pemerintah. Aamiin...",0,0,0,0,in,541612282,1.59519002213076E+018,4ndi5urya,https://twitter.com/4ndi5urya/status/1595190022130761728
54,2022-11-22 22:58:49+00:00,1,20 Apoteker Relawan Berangkat Ke Lokasi Bencana GempaÂ Cianjur https://t.co/6REk5p14nb,0,0,1,2,in,7.06335477024976E+017,1.59519009012464E+018,farmasetika_com,https://twitter.com/farmasetika_com/status/1595190090124648448
55,2022-11-22 22:58:51+00:00,1,20 Apoteker Relawan Berangkat Ke Lokasi Bencana GempaÂ Cianjur https://t.co/2zCb2DkkbS,0,0,1,2,in,1.13480842088685E+018,1.59519009983446E+018,InfoFarmasiKini,https://twitter.com/InfoFarmasiKini/status/1595190099834462208
56,2022-11-22 22:59:34+00:00,1,"Gempa Cianjur: Korban Meninggal 268 Orang, Ribuan Rumah Ambruk   . Turut Berduka Cita . BMKG . Kerasa . Jawa Barat . 5,6 SR . Innalillahi . Gempa . #Earthquake   https://t.co/lka8ebiWoy",0,0,0,1,in,1.49273644216208E+018,1.59519027911999E+018,Metasatu1,https://twitter.com/Metasatu1/status/1595190279119994880
57,2022-11-22 22:59:37+00:00,1,"Dubes RI @cheppytw dan Keluarga besar KBRI Mexico City turut berduka cita atas musibah gempa bumi yang terjadi di Kabupaten Cianjur, Jawa Barat pada 21 November 2022.  @kemlu_ri #PrayForCianjur https://t.co/UKPRw2n4jv",0,0,2,2,in,3313448790,1.59519029106536E+018,IndonesiaInMx,https://twitter.com/IndonesiaInMx/status/1595190291065364480
58,2022-11-22 23:00:06+00:00,1,Banten Kirim Logistik &amp  Sukarelawan Bantu Korban Gempa Cianjur #gempacianjur https://t.co/dqS8YpZ1S3,0,0,0,0,in,79130206,1.59519041467119E+018,jpnncom,https://twitter.com/jpnncom/status/1595190414671196160
59,2022-11-22 23:00:33+00:00,1,Pj Walikota Sampaikan Duka Mendalam untuk Korban Gempa Cianjur https://t.co/u0f2ZSlow5,0,0,0,0,in,1632918924,1.59519052656295E+018,GoRiauCom,https://twitter.com/GoRiauCom/status/1595190526562951170
60,2022-11-22 23:00:37+00:00,1,"Keluarga Besar Rumah Tahanan Negara Kelas IIB Prabumulih mengucapkan :  Turut berduka cita atas terjadinya gempa bumi di Kabupaten Cianjur, Jawa Barat PRAY FOR CIANJUR  @kumhamsumsel @Rutan_Prabu #KumhamPasti #KumhamSumsel #RutanPrabumulihKeluarga https://t.co/6HwYzddmu5",0,0,0,0,in,2414504514,1.59519054248016E+018,Rutan_Prabu,https://twitter.com/Rutan_Prabu/status/1595190542480162817
61,2022-11-22 23:00:37+00:00,1,Potret Jokowi Sedang Mengunjungi Korban Gempa Bumi Cianjur https://t.co/OFRnxkxLSQ https://t.co/2s62YYACOU,0,1,0,3,in,41730943,1.59519054296687E+018,VIVAcoid,https://twitter.com/VIVAcoid/status/1595190542966874112
62,2022-11-22 23:00:54+00:00,1,pray to cianjur semoga yg kena korban gempa di beri kesehatan dan kesabaran dlm menghadapi segala cobaan yg telah terjadi https://t.co/J253sF9BQ5,0,0,0,0,in,1.5925298471545E+018,1.59519061426964E+018,NdesoFerri,https://twitter.com/NdesoFerri/status/1595190614269644800
63,2022-11-22 23:01:19+00:00,1,"Begini potret 142 bangunan sekolah di Kab. Cianjur rusak berat akibat gempa bumi berkekuatan 5,6 magnitudo.  Via @detik_jabar https://t.co/9ai94XPajs",1,0,4,8,in,69183155,1.59519072083443E+018,detikcom,https://twitter.com/detikcom/status/1595190720834437120
64,2022-11-22 23:01:41+00:00,1,"Turut berduka cita atas musibah gempa bumi di Cianjur  Doa kami untuk seluruh Korban Gempa Bumi di Cianjur, semoga keluarga, rekan dan saudara kita di Cianjur dalam keadaan aman dan sehat. Cepat pulih dan dapat kembali beraktivitas, Aamiin https://t.co/fF6rIvQhR1",0,0,0,0,in,1.54689434873826E+018,1.59519081395246E+018,desakanci_crb,https://twitter.com/desakanci_crb/status/1595190813952466944
65,2022-11-22 23:01:47+00:00,-1,Top 5 Hits 22 November 2022: Update Korban Meninggal Dunia Gempa Bumi Cianjur Paling Banyak Dicari https://t.co/tyICZTlxIg,0,0,0,0,in,9.50002951824666E+017,1.59519083561562E+018,kabarlhk,https://twitter.com/kabarlhk/status/1595190835615629312
66,2022-11-22 23:02:30+00:00,1,"Do'a untuk Cianjur,Â doaÂ terbaik untuk semua saudara terdampak bencanaÂ gempa bumi. Semoga senantiasa saudara kami diberikan kesabaran dan kekuatan.  #jaringanindonesiapositif  #focalpointjip  #doauntukcianjur https://t.co/49eC94tGqq",0,1,0,2,in,1.39502213304294E+018,1.59519101880227E+018,JIP_indonesia,https://twitter.com/JIP_indonesia/status/1595191018802278400
67,2022-11-22 23:02:38+00:00,1,"*Inna lillahi Wa Inna Ilaihi Raji'un*  Keluarga Besar  Balai Besar Pelatihan Peternakan - Batu menyampaikan turut berduka cita atas gempa bumi yang terjadi di Cianjur, Jawa Barat.  Pada hari Senin, 21 November 2022 pukul 13.21 WIB. https://t.co/X1BNebvYpM",0,6,2,9,in,1.51338315419041E+018,1.59519104944587E+018,bbpp_batu,https://twitter.com/bbpp_batu/status/1595191049445871616
68,2022-11-22 23:03:12+00:00,1,"BNPB Ungkap Alasan Mengapa Banyak Korban Jiwa Anak-anak pada Gempa Bumi Cianjur, Ini Alasannya https://t.co/pT4n4VN3A5",0,1,2,5,in,55507370,1.59519119284912E+018,tvOneNews,https://twitter.com/tvOneNews/status/1595191192849125377
69,2022-11-22 23:03:16+00:00,1,PKS Instruksikan Wakil Rakyatnya Sisihkan Gaji untuk Korban Gempa Cianjur  Selengkapnya : https://t.co/Q27HOShSnh  https://t.co/dKm2c44HA2  https://t.co/PWHV7bhqDt,0,0,0,2,in,1.38259908079944E+018,1.59519121017579E+018,pks_musirawas,https://twitter.com/pks_musirawas/status/1595191210175795200
70,2022-11-22 23:03:48+00:00,1,"PMI Se-Jawa Barat dan PMI Se-DKI Jakarta terus mengerahkan personilnya untuk terus melakukan upaya pencarian dan penyelamatan terhadap masyarakat yang menjadi korban bencana alam gempa bumi di wilayah Kab. Cianjur, Jawa Barat. Senin, (21/11). Cc @RadioElshinta @SonoraFM92 https://t.co/r7IIkl6ziR",1,0,3,2,in,7.95491029201756E+017,1.59519134452315E+018,HerryFTanjung,https://twitter.com/HerryFTanjung/status/1595191344523157505
71,2022-11-22 23:04:43+00:00,1,Masih shock ternyata salah satu keluarga aku korban gempa cianjur juga ðŸ˜­,0,0,0,0,in,1.07995755555038E+018,1.59519157382193E+018,Chanrf5,https://twitter.com/Chanrf5/status/1595191573821935616
72,2022-11-22 23:05:07+00:00,1,Badan Geologi ESDM Tetapkan Cianjur Jadi Daerah Rawan Gempa Level Tinggi https://t.co/p0nnCpXwOM,0,0,0,0,in,155169715,1.59519167768127E+018,soloposdotcom,https://twitter.com/soloposdotcom/status/1595191677681270784
73,2022-11-22 23:05:40+00:00,-1,"Sudah lah pak membuai org dgn janji ! Lah janji utk korban gempa palu dan Donggala sampai skrg blm selesai... Kasihanilah sdr kami ðŸ™ âœï¸ Kpd Media"" ... Tolong kasih berita lengkap, krn duit yg diberikan untuk Cianjur adalah duit negara dan kebetulan dari tangan diaðŸ™ https://t.co/xMbxV8ISZw""",0,6,10,35,in,3580227492,1.59519181353438E+018,YandraD31,https://twitter.com/YandraD31/status/1595191813534384128
74,2022-11-22 23:05:52+00:00,1,Pengungsi Gempa di Nagrag Cianjur Butuh Obat-obatan dan Penerangan https://t.co/yNPnLvmsGM,0,0,0,0,in,9.02837643024539E+017,1.59519186446173E+018,medcom_id,https://twitter.com/medcom_id/status/1595191864461733888
75,2022-11-22 23:06:14+00:00,1,"Kampung Garung, Desa Cirumput, Cugenang, Kabupaten Cianjur menjadi salah satu desa yang terdampak gempa  https://t.co/dyQt5Xp5Ye",0,0,0,0,in,231355136,1.59519195554512E+018,SINDOnews,https://twitter.com/SINDOnews/status/1595191955545128961
76,2022-11-22 23:06:24+00:00,1,"Gempa Cianjur, bikin gw teringat sama Gempa Jogja beberapa tahun lalu. Saat itu gw masih SMA, sesaat habis gempa, semua jaringan komunikasi keputus. Gw dan keluarga panik karena semua saudara gak ada yg bisa dihubungin. Gw mantengin berita di TV sembari ngeredial nomer saudara2.",0,1,0,0,in,81481351,1.59519199857911E+018,ayyaw,https://twitter.com/ayyaw/status/1595191998579113984
77,2022-11-22 23:06:34+00:00,1,"Korban Gempa Cianjur Masih Trauma, Pilih Dirawat di Tenda Darurat di RSUD Cianjur https://t.co/h75WZMCU1P https://t.co/hY8DPIi5Hj",0,1,0,1,in,58880688,1.59519204008593E+018,pikiran_rakyat,https://twitter.com/pikiran_rakyat/status/1595192040085934080
